"zipcode","centile","superzip","rank","city","state","adultpop","households","college","income","State","Congressional.District"
"19627",53119,68.16519,0,4792,"Eagle","WI",3289,1442,"21.13104%",87.26138,55,1
"19628",53120,60.75787,0,6038,"East Troy","WI",5871,2508,"20.18396%",77.19286,55,1
"19629",53121,56.40736,0,6884,"Elkhorn","WI",10239,4072,"19.96289%",71.71009,55,1
"19630",53122,98.24416,1,304,"Elm Grove","WI",4502,1829,"64.88227%",139.4961,55,5
"19631",53125,83.42732,0,2447,"Fontana","WI",1548,627,"40.82687%",86.49251,55,1
"19632",53126,67.41383,0,4904,"Franksville","WI",4149,1818,"21.13762%",85.91063,55,1
"19633",53128,37.19798,0,11253,"Genoa City","WI",4312,1806,"11.61874%",65.81543,55,1
"19634",53129,79.24284,0,3072,"Greendale","WI",10114,4181,"35.16907%",84.91946,55,5
"19635",53129,79.24284,0,3072,"Greendale","WI",10114,4181,"35.16907%",84.91946,55,1
"19636",53130,79.68268,0,3014,"Hales Corners","WI",5339,2091,"35.36243%",85.69487,55,1
"19637",53132,80.38053,0,2912,"Franklin","WI",20084,7743,"29.15754%",98.33544,55,1
"19638",53137,46.88013,0,8938,"Helenville","WI",927,396,"13.48436%",71.45119,55,5
"19639",53139,58.75467,0,6429,"Kansasville","WI",1763,730,"19.45547%",75.55051,55,1
"19640",53140,30.51253,0,13135,"Kenosha","WI",17508,6762,"13.77656%",56.40332,55,1
"19641",53142,68.73914,0,4699,"Kenosha","WI",18727,7801,"24.62754%",82.12251,55,1
"19642",53143,49.64838,0,8314,"Kenosha","WI",15463,6093,"18.39229%",65.97757,55,1
"19643",53144,54.12132,0,7333,"Kenosha","WI",14171,5675,"19.15885%",70.18151,55,1
"19644",53146,75.52383,0,3666,"New Berlin","WI",5063,2168,"26.74304%",91.05473,55,5
"19645",53146,75.52383,0,3666,"New Berlin","WI",5063,2168,"26.74304%",91.05473,55,1
"19646",53147,63.66766,0,5541,"Lake Geneva","WI",10212,3965,"24.89228%",73.1916,55,1
"19647",53149,75.51064,0,3670,"Mukwonago","WI",10838,4875,"25.76121%",92.60554,55,1
"19648",53150,73.9371,0,3909,"Muskego","WI",14391,6213,"24.93225%",90.70298,55,1
"19649",53151,87.11797,0,1906,"New Berlin","WI",21218,8787,"39.29211%",100.765,55,1
"19650",53151,87.11797,0,1906,"New Berlin","WI",21218,8787,"39.29211%",100.765,55,5
"19651",53153,77.42478,0,3361,"North Prairie","WI",1347,610,"27.39421%",93.89352,55,1
"19652",53154,68.78751,0,4691,"Oak Creek","WI",19056,7552,"24.12364%",83.06268,55,1
"19653",53154,68.78751,0,4691,"Oak Creek","WI",19056,7552,"24.12364%",83.06268,55,4
"19654",53156,45.06072,0,9350,"Palmyra","WI",1998,830,"14.36436%",68.10373,55,5
"19655",53158,78.60535,0,3168,"Pleasant Prairie","WI",7227,3104,"28.73945%",94.62578,55,1
"19656",53167,53.95501,0,NA,"Rochester","WI",85,25,"17.64706%",72.61887,55,1
"19657",53168,61.70527,0,5886,"Salem","WI",5298,2209,"16.70442%",84.33366,55,1
"19658",53170,55.29938,0,7091,"Silver Lake","WI",1294,556,"14.99227%",78.84043,55,1
"19659",53172,50.22454,0,8168,"South Milwaukee","WI",14093,5627,"15.84475%",71.12429,55,4
"19660",53177,49.0603,0,8454,"Sturtevant","WI",5058,1641,"12.13919%",76.04478,55,1
"19661",53178,47.14261,0,8886,"Sullivan","WI",2006,839,"12.11366%",74.07816,55,5
"19662",53179,39.9622,0,10558,"Trevor","WI",3100,1354,"12.06452%",67.43293,55,1
"19663",53181,62.40373,0,5757,"Twin Lakes","WI",4342,1780,"19.8526%",80.12188,55,1
"19664",53182,57.76255,0,6632,"Union Grove","WI",5510,2061,"18.54809%",75.77411,55,1
"19665",53183,88.16124,0,1763,"Wales","WI",1701,788,"40.50559%",102.4648,55,5
"19666",53183,88.16124,0,1763,"Wales","WI",1701,788,"40.50559%",102.4648,55,1
"19667",53184,51.59345,0,7862,"Walworth","WI",2520,948,"16.15079%",72.11021,55,1
"19668",53185,72.14455,0,4176,"Waterford","WI",11202,4802,"22.48706%",91.87852,55,1
"19669",53186,75.1077,0,3721,"Waukesha","WI",21671,8369,"32.85497%",79.71522,55,5
"19670",53188,77.29395,0,3387,"Waukesha","WI",22612,8822,"31.20467%",86.96717,55,5
"19671",53188,77.29395,0,3387,"Waukesha","WI",22612,8822,"31.20467%",86.96717,55,1
"19672",53189,77.93853,0,3276,"Waukesha","WI",13189,6098,"29.56252%",91.532,55,1
"19673",53189,77.93853,0,3276,"Waukesha","WI",13189,6098,"29.56252%",91.532,55,5
"19674",53190,66.94749,0,4983,"Whitewater","WI",7928,3085,"29.30121%",70.96346,55,5
"19675",53190,66.94749,0,4983,"Whitewater","WI",7928,3085,"29.30121%",70.96346,55,1
"19676",53191,82.94456,0,2523,"Williams Bay","WI",1569,653,"42.9573%",81.38503,55,1
"19677",53192,6.254156,0,NA,"Wilmot","WI",22,8,"0%",55.573,55,1
"19678",53195,29.43022,0,NA,"Zenda","WI",22,8,"18.18182%",47.94577,55,1
"19679",53202,85.05022,0,2207,"Milwaukee","WI",16043,2212,"51.65493%",72.51295,55,4
"19680",53203,96.83637,1,NA,"Milwaukee","WI",297,58,"60.26936%",125.9454,55,4
"19681",53204,1.604964,0,23410,"Milwaukee","WI",21381,8436,"5.17282%",34.37811,55,4
"19682",53205,0.3876007,0,23771,"Milwaukee","WI",5099,2277,"6.51108%",24.76071,55,4
"19683",53206,0.3736386,0,23778,"Milwaukee","WI",16912,7660,"4.15681%",28.59329,55,4
"19684",53207,51.17641,0,7978,"Milwaukee","WI",25733,9282,"20.98861%",63.19239,55,4
"19685",53208,17.98094,0,17175,"Milwaukee","WI",18910,7394,"18.82602%",37.29014,55,4
"19686",53208,17.98094,0,17175,"Milwaukee","WI",18910,7394,"18.82602%",37.29014,55,5
"19687",53209,31.14985,0,12957,"Milwaukee","WI",29584,12639,"17.73594%",50.07716,55,4
"19688",53210,24.8147,0,14908,"Milwaukee","WI",16192,7279,"18.46591%",43.66992,55,4
"19689",53210,24.8147,0,14908,"Milwaukee","WI",16192,7279,"18.46591%",43.66992,55,5
"19690",53211,94.54527,0,855,"Milwaukee","WI",21697,6818,"66.04139%",92.57024,55,4
"19691",53212,9.950688,0,20217,"Milwaukee","WI",16930,6539,"17.02894%",31.572,55,4
"19692",53213,87.57526,0,1839,"Milwaukee","WI",17829,6628,"48.92591%",86.0087,55,4
"19693",53213,87.57526,0,1839,"Milwaukee","WI",17829,6628,"48.92591%",86.0087,55,5
"19694",53214,41.60275,0,10135,"Milwaukee","WI",24635,8666,"15.137%",63.71281,55,5
"19695",53214,41.60275,0,10135,"Milwaukee","WI",24635,8666,"15.137%",63.71281,55,4
"19696",53215,16.65376,0,17604,"Milwaukee","WI",31840,12619,"11.13693%",49.31221,55,4
"19697",53216,21.68541,0,15875,"Milwaukee","WI",19545,8485,"14.32592%",48.28705,55,4
"19698",53217,96.99904,1,492,"Milwaukee","WI",20604,8222,"65.00194%",120.2247,55,6
"19699",53217,96.99904,1,492,"Milwaukee","WI",20604,8222,"65.00194%",120.2247,55,4
"19700",53218,11.27452,0,19685,"Milwaukee","WI",22683,10382,"9.40352%",46.34265,55,4
"19701",53219,48.38186,0,8603,"Milwaukee","WI",24589,8896,"17.16215%",66.74644,55,5
"19702",53219,48.38186,0,8603,"Milwaukee","WI",24589,8896,"17.16215%",66.74644,55,4
"19703",53220,48.10976,0,8654,"Milwaukee","WI",18349,6617,"16.31152%",67.93505,55,4
"19704",53220,48.10976,0,8654,"Milwaukee","WI",18349,6617,"16.31152%",67.93505,55,1
"19705",53220,48.10976,0,8654,"Milwaukee","WI",18349,6617,"16.31152%",67.93505,55,5
"19706",53221,47.82973,0,8727,"Milwaukee","WI",24983,9439,"17.15967%",66.12272,55,1
"19707",53221,47.82973,0,8727,"Milwaukee","WI",24983,9439,"17.15967%",66.12272,55,4
"19708",53221,47.82973,0,8727,"Milwaukee","WI",24983,9439,"17.15967%",66.12272,55,5
"19709",53222,66.3643,0,5079,"Milwaukee","WI",18038,6685,"28.32354%",71.68787,55,5
"19710",53222,66.3643,0,5079,"Milwaukee","WI",18038,6685,"28.32354%",71.68787,55,4
"19711",53223,61.7174,0,5883,"Milwaukee","WI",20445,7538,"25.73245%",68.79938,55,4
"19712",53224,48.65426,0,8552,"Milwaukee","WI",11280,4855,"21.26773%",59.93515,55,4
"19713",53225,37.97156,0,11045,"Milwaukee","WI",15875,6735,"17.22835%",56.85837,55,4
"19714",53225,37.97156,0,11045,"Milwaukee","WI",15875,6735,"17.22835%",56.85837,55,5
"19715",53226,87.61375,0,1834,"Milwaukee","WI",13795,4828,"45.60348%",91.82098,55,5
"19716",53226,87.61375,0,1834,"Milwaukee","WI",13795,4828,"45.60348%",91.82098,55,4
"19717",53227,52.27845,0,7728,"Milwaukee","WI",17079,6063,"19.99532%",66.30447,55,5
"19718",53227,52.27845,0,7728,"Milwaukee","WI",17079,6063,"19.99532%",66.30447,55,4
"19719",53228,68.26929,0,4776,"Milwaukee","WI",10184,3884,"23.12451%",83.92961,55,4
"19720",53228,68.26929,0,4776,"Milwaukee","WI",10184,3884,"23.12451%",83.92961,55,5
"19721",53233,9.283432,0,20470,"Milwaukee","WI",6017,1262,"20.17617%",25.32429,55,4
"19722",53235,44.23055,0,9550,"Milwaukee","WI",6383,2192,"15.41595%",65.53299,55,4
"19723",53402,69.22115,0,4627,"Racine","WI",21808,9198,"27.3982%",78.15002,55,1
"19724",53403,36.19875,0,11530,"Racine","WI",17000,6696,"15.32941%",58.45234,55,1
"19725",53404,13.10986,0,19025,"Racine","WI",9453,3939,"9.9122%",47.48288,55,1
"19726",53405,53.93118,0,7368,"Racine","WI",16805,7076,"19.78578%",68.89745,55,1
"19727",53406,68.85445,0,4679,"Racine","WI",15752,6254,"26.26333%",79.58446,55,1
"19728",53502,40.38672,0,10457,"Albany","WI",1493,626,"12.72606%",66.6706,55,2
"19729",53503,46.46741,0,9011,"Arena","WI",1171,489,"13.66353%",70.79477,55,2
"19730",53504,27.44044,0,14094,"Argyle","WI",1357,541,"10.31688%",59.87762,55,2
"19731",53505,57.93868,0,NA,"Avalon","WI",254,99,"14.56693%",82.95153,55,1
"19732",53506,14.24931,0,18564,"Avoca","WI",794,325,"11.33501%",46.31127,55,2
"19733",53507,64.18459,0,5453,"Barneveld","WI",1295,554,"22.85714%",77.4243,55,2
"19734",53508,63.1942,0,5618,"Belleville","WI",2788,1204,"22.05882%",77.43476,55,2
"19735",53510,41.2835,0,10217,"Belmont","WI",856,367,"16.58878%",60.91193,55,2
"19736",53511,34.29802,0,11997,"Beloit","WI",29938,12483,"13.21732%",60.59549,55,1
"19737",53511,34.29802,0,11997,"Beloit","WI",29938,12483,"13.21732%",60.59549,55,2
"19738",53515,67.2541,0,4934,"Black Earth","WI",1448,605,"25.20718%",78.50569,55,2
"19739",53516,49.09659,0,8442,"Blanchardville","WI",1225,508,"19.02041%",64.25285,55,2
"19740",53517,68.75293,0,4697,"Blue Mounds","WI",1088,468,"26.5625%",78.7999,55,2
"19741",53518,26.63795,0,14342,"Blue River","WI",926,380,"14.25486%",52.43999,55,3
"19742",53520,36.82445,0,11362,"Brodhead","WI",4300,1874,"13.09302%",62.91256,55,2
"19743",53521,64.40649,0,5412,"Brooklyn","WI",1974,862,"22.74569%",78.02972,55,2
"19744",53522,20.55986,0,16272,"Browntown","WI",712,312,"9.26966%",56.03981,55,2
"19745",53523,71.23019,0,4302,"Cambridge","WI",3204,1285,"28.58926%",79.87213,55,2
"19746",53523,71.23019,0,4302,"Cambridge","WI",3204,1285,"28.58926%",79.87213,55,5
"19747",53525,47.18452,0,8870,"Clinton","WI",2532,1030,"12.79621%",72.98762,55,1
"19748",53526,28.05342,0,NA,"Cobb","WI",363,159,"14.60055%",53.04672,55,2
"19749",53527,81.33009,0,2767,"Cottage Grove","WI",5020,2264,"33.50598%",93.13643,55,2
"19750",53528,73.00497,0,4048,"Cross Plains","WI",3335,1446,"26.65667%",86.01524,55,2
"19751",53529,55.48125,0,7052,"Dane","WI",1059,464,"14.91974%",79.23402,55,2
"19752",53530,31.57828,0,12809,"Darlington","WI",2926,1188,"14.35407%",56.30918,55,2
"19753",53531,62.26367,0,5782,"Deerfield","WI",2458,1007,"20.38243%",79.03526,55,2
"19754",53532,70.72438,0,4384,"De Forest","WI",7179,3178,"25.63031%",83.99761,55,2
"19755",53532,70.72438,0,4384,"De Forest","WI",7179,3178,"25.63031%",83.99761,55,6
"19756",53533,53.48201,0,7465,"Dodgeville","WI",4480,1812,"20.95982%",66.25478,55,2
"19757",53534,53.91678,0,7371,"Edgerton","WI",7431,3014,"17.95182%",72.01607,55,5
"19758",53534,53.91678,0,7371,"Edgerton","WI",7431,3014,"17.95182%",72.01607,55,2
"19759",53536,60.90488,0,6011,"Evansville","WI",4570,1909,"21.09409%",75.78719,55,2
"19760",53537,34.4842,0,NA,"Footville","WI",193,93,"6.21762%",72.82548,55,2
"19761",53538,54.64217,0,7231,"Fort Atkinson","WI",11747,4741,"19.23044%",70.6967,55,1
"19762",53538,54.64217,0,7231,"Fort Atkinson","WI",11747,4741,"19.23044%",70.6967,55,5
"19763",53540,9.175575,0,NA,"Gotham","WI",90,36,"5.55556%",50.3426,55,2
"19764",53541,28.6061,0,13721,"Gratiot","WI",669,292,"10.46338%",60.60203,55,2
"19765",53543,23.14748,0,15423,"Highland","WI",1064,452,"10.15038%",56.6047,55,3
"19766",53543,23.14748,0,15423,"Highland","WI",1064,452,"10.15038%",56.6047,55,2
"19767",53544,45.04283,0,9353,"Hollandale","WI",587,230,"17.20613%",63.20023,55,2
"19768",53545,53.81225,0,7390,"Janesville","WI",27866,10914,"17.88201%",72.04222,55,1
"19769",53545,53.81225,0,7390,"Janesville","WI",27866,10914,"17.88201%",72.04222,55,2
"19770",53546,59.34618,0,6312,"Janesville","WI",18165,7691,"19.17974%",76.88296,55,2
"19771",53546,59.34618,0,6312,"Janesville","WI",18165,7691,"19.17974%",76.88296,55,1
"19772",53549,41.67836,0,10115,"Jefferson","WI",7028,2606,"13.2897%",66.97789,55,5
"19773",53550,19.36258,0,16682,"Juda","WI",789,357,"7.09759%",58.76747,55,2
"19774",53551,64.59853,0,5373,"Lake Mills","WI",4835,1985,"26.20476%",72.46981,55,5
"19775",53553,19.17495,0,NA,"Linden","WI",400,175,"5.5%",61.36828,55,2
"19776",53554,31.60146,0,12799,"Livingston","WI",681,284,"13.65639%",57.5344,55,2
"19777",53554,31.60146,0,12799,"Livingston","WI",681,284,"13.65639%",57.5344,55,3
"19778",53555,64.07761,0,5472,"Lodi","WI",5442,2271,"21.73833%",79.18433,55,2
"19779",53555,64.07761,0,5472,"Lodi","WI",5442,2271,"21.73833%",79.18433,55,6
"19780",53556,29.82052,0,13355,"Lone Rock","WI",1824,750,"11.84211%",59.17675,55,2
"19781",53556,29.82052,0,13355,"Lone Rock","WI",1824,750,"11.84211%",59.17675,55,3
"19782",53557,34.93253,0,NA,"Lowell","WI",300,119,"8%",70.12005,55,5
"19783",53558,82.56612,0,2581,"Mc Farland","WI",6013,2548,"34.40878%",94.97099,55,2
"19784",53559,56.7767,0,6798,"Marshall","WI",3523,1531,"18.4218%",74.92155,55,2
"19785",53559,56.7767,0,6798,"Marshall","WI",3523,1531,"18.4218%",74.92155,55,5
"19786",53560,64.96832,0,5313,"Mazomanie","WI",2382,1031,"22.67002%",79.02612,55,2
"19787",53561,44.37524,0,9519,"Merrimac","WI",1128,457,"16.31206%",64.10902,55,2
"19788",53561,44.37524,0,9519,"Merrimac","WI",1128,457,"16.31206%",64.10902,55,6
"19789",53562,91.40619,0,1302,"Middleton","WI",13188,4955,"50.9175%",99.12392,55,2
"19790",53563,62.93415,0,5656,"Milton","WI",6044,2624,"19.80477%",80.99536,55,2
"19791",53563,62.93415,0,5656,"Milton","WI",6044,2624,"19.80477%",80.99536,55,1
"19792",53563,62.93415,0,5656,"Milton","WI",6044,2624,"19.80477%",80.99536,55,5
"19793",53565,52.9012,0,7572,"Mineral Point","WI",3027,1232,"21.53948%",64.5379,55,2
"19794",53566,45.81383,0,9166,"Monroe","WI",10051,3960,"16.91374%",64.43461,55,2
"19795",53569,39.11537,0,10764,"Montfort","WI",692,304,"18.20809%",56.16796,55,2
"19796",53569,39.11537,0,10764,"Montfort","WI",692,304,"18.20809%",56.16796,55,3
"19797",53570,49.27421,0,8404,"Monticello","WI",1531,640,"14.63096%",72.03046,55,2
"19798",53571,50.1567,0,NA,"Morrisonville","WI",147,53,"3.40136%",92.5127,55,2
"19799",53572,71.9026,0,4212,"Mount Horeb","WI",5480,2273,"27.55474%",82.67432,55,2
"19800",53573,20.2399,0,16396,"Muscoda","WI",2166,882,"10.61865%",53.43115,55,3
"19801",53573,20.2399,0,16396,"Muscoda","WI",2166,882,"10.61865%",53.43115,55,2
"19802",53574,65.38583,0,5237,"New Glarus","WI",2243,903,"25.72448%",74.49267,55,2
"19803",53575,81.51142,0,2745,"Oregon","WI",8887,3717,"36.35648%",88.60297,55,2
"19804",53576,42.15586,0,9997,"Orfordville","WI",1425,618,"12.98246%",67.93897,55,2
"19805",53577,46.11317,0,9096,"Plain","WI",969,406,"17.44066%",63.84226,55,2
"19806",53578,67.41588,0,4903,"Prairie du Sac","WI",3304,1383,"27.33051%",75.24976,55,6
"19807",53578,67.41588,0,4903,"Prairie du Sac","WI",3304,1383,"27.33051%",75.24976,55,2
"19808",53579,33.46718,0,12249,"Reeseville","WI",1226,522,"10.92985%",63.7455,55,5
"19809",53580,35.6105,0,NA,"Rewey","WI",360,152,"18.61111%",52.304,55,2
"19810",53581,33.88964,0,12119,"Richland Center","WI",6833,2725,"16.15689%",55.17287,55,3
"19811",53581,33.88964,0,12119,"Richland Center","WI",6833,2725,"16.15689%",55.17287,55,2
"19812",53582,49.50908,0,8353,"Ridgeway","WI",741,305,"14.03509%",73.30144,55,2
"19813",53583,43.84134,0,9631,"Sauk City","WI",3513,1416,"15.79846%",64.57583,55,6
"19814",53583,43.84134,0,9631,"Sauk City","WI",3513,1416,"15.79846%",64.57583,55,2
"19815",53585,27.84584,0,13938,"Sharon","WI",1329,584,"8.80361%",62.85372,55,1
"19816",53586,22.17253,0,15736,"Shullsburg","WI",1448,605,"10.84254%",54.61453,55,2
"19817",53587,25.73143,0,14625,"South Wayne","WI",858,362,"10.02331%",58.99107,55,2
"19818",53588,59.8148,0,6221,"Spring Green","WI",2540,1059,"24.29134%",68.79284,55,2
"19819",53589,70.43468,0,4431,"Stoughton","WI",12846,5249,"27.40152%",80.3664,55,2
"19820",53590,76.09175,0,3584,"Sun Prairie","WI",16476,7036,"32.61714%",81.96168,55,2
"19821",53593,87.54415,0,1843,"Verona","WI",8337,3530,"41.45376%",98.80879,55,2
"19822",53594,51.98114,0,7784,"Waterloo","WI",3228,1379,"15.89219%",72.99808,55,5
"19823",53594,51.98114,0,7784,"Waterloo","WI",3228,1379,"15.89219%",72.99808,55,2
"19824",53597,78.05413,0,3255,"Waunakee","WI",8486,3666,"30.95687%",89.48953,55,2
"19825",53598,74.26037,0,3844,"Windsor","WI",1408,640,"31.03693%",81.11697,55,2
"19826",53703,84.68597,0,2260,"Madison","WI",10764,1541,"60.24712%",56.61254,55,2
"19827",53704,73.01413,0,4047,"Madison","WI",30044,9941,"35.71096%",70.41557,55,2
"19828",53705,95.3874,1,737,"Madison","WI",19739,6912,"70.85972%",91.84451,55,2
"19829",53706,0.0009524,0,NA,"Madison","WI",28,13,"0%",14.7105,55,2
"19830",53711,91.08714,0,1358,"Madison","WI",27881,10870,"53.88616%",91.58953,55,2
"19831",53713,52.46914,0,7680,"Madison","WI",13886,4791,"30.20308%",48.98008,55,2
"19832",53714,59.85217,0,6212,"Madison","WI",11319,4186,"23.34128%",70.45218,55,2
"19833",53715,79.80009,0,2996,"Madison","WI",4765,1046,"53.11648%",55.47231,55,2
"19834",53716,73.56213,0,3962,"Madison","WI",13631,5281,"31.46504%",78.94373,55,2
"19835",53717,96.42259,1,579,"Madison","WI",7394,2770,"63.61915%",115.601,55,2
"19836",53718,84.31187,0,2317,"Madison","WI",2689,1054,"37.26292%",94.801,55,2
"19837",53719,90.83112,0,1391,"Madison","WI",11949,4459,"55.58624%",87.27707,55,2
"19838",53801,15.10272,0,18245,"Bagley","WI",575,234,"11.47826%",46.85523,55,3
"19839",53803,27.66179,0,14010,"Benton","WI",732,302,"14.61749%",52.66751,55,2
"19840",53804,14.23041,0,18571,"Bloomington","WI",1044,463,"8.5249%",51.13631,55,3
"19841",53805,18.25139,0,17077,"Boscobel","WI",3494,1438,"11.07613%",50.92448,55,3
"19842",53806,6.911457,0,21398,"Cassville","WI",1371,569,"5.83516%",46.7467,55,3
"19843",53807,37.0498,0,11299,"Cuba City","WI",3344,1421,"13.48684%",62.45359,55,2
"19844",53807,37.0498,0,11299,"Cuba City","WI",3344,1421,"13.48684%",62.45359,55,3
"19845",53808,31.01522,0,NA,"Dickeyville","WI",409,177,"8.06846%",66.60653,55,3
"19846",53809,31.42745,0,12872,"Fennimore","WI",2570,1060,"15.33074%",54.44715,55,3
"19847",53810,16.0767,0,NA,"Glen Haven","WI",381,160,"11.54856%",47.94577,55,3
"19848",53811,47.46801,0,8806,"Hazel Green","WI",2165,853,"19.86143%",61.12376,55,2
"19849",53811,47.46801,0,8806,"Hazel Green","WI",2165,853,"19.86143%",61.12376,55,3
"19850",53813,42.29417,0,9963,"Lancaster","WI",4112,1651,"17.70428%",59.909,55,3
"19851",53816,17.36127,0,NA,"Mount Hope","WI",437,180,"9.38215%",53.03102,55,3
"19852",53817,11.53663,0,NA,"Patch Grove","WI",32,14,"18.75%",30.51023,55,3
"19853",53818,62.2013,0,5796,"Platteville","WI",6648,2672,"30.15945%",62.08223,55,2
"19854",53818,62.2013,0,5796,"Platteville","WI",6648,2672,"30.15945%",62.08223,55,3
"19855",53820,28.04466,0,13883,"Potosi","WI",1983,853,"11.4473%",58.47326,55,3
"19856",53821,33.84237,0,12126,"Prairie du Chien","WI",5408,2163,"14.29364%",58.34903,55,3
"19857",53825,30.27492,0,NA,"Stitzer","WI",251,114,"17.92829%",49.035,55,3
"19858",53826,20.2333,0,16401,"Wauzeka","WI",1067,457,"8.80975%",56.53932,55,3
"19859",53827,31.59162,0,NA,"Woodman","WI",206,93,"14.07767%",56.79953,55,3
"19860",53901,41.34594,0,10204,"Portage","WI",9312,3438,"15.46392%",62.8851,55,6
"19861",53910,11.56502,0,19577,"Adams","WI",2337,912,"9.54215%",46.44726,55,3
"19862",53911,49.90476,0,8251,"Arlington","WI",683,297,"17.13031%",68.46071,55,2
"19863",53911,49.90476,0,8251,"Arlington","WI",683,297,"17.13031%",68.46071,55,6
"19864",53913,51.49041,0,7889,"Baraboo","WI",12074,4744,"20.3081%",64.83996,55,2
"19865",53913,51.49041,0,7889,"Baraboo","WI",12074,4744,"20.3081%",64.83996,55,6
"19866",53916,42.70685,0,9869,"Beaver Dam","WI",14029,5710,"15.49647%",64.06847,55,5
"19867",53916,42.70685,0,9869,"Beaver Dam","WI",14029,5710,"15.49647%",64.06847,55,6
"19868",53919,43.87681,0,9625,"Brandon","WI",1672,759,"14.23445%",67.28648,55,6
"19869",53920,16.40036,0,NA,"Briggsville","WI",344,140,"9.59302%",51.70904,55,3
"19870",53920,16.40036,0,NA,"Briggsville","WI",344,140,"9.59302%",51.70904,55,6
"19871",53922,47.6486,0,8758,"Burnett","WI",761,330,"11.82654%",75.187,55,6
"19872",53923,29.66918,0,13400,"Cambria","WI",1345,582,"12.6394%",57.67431,55,6
"19873",53924,19.86656,0,16525,"Cazenovia","WI",950,392,"9.26316%",55.43047,55,2
"19874",53924,19.86656,0,16525,"Cazenovia","WI",950,392,"9.26316%",55.43047,55,3
"19875",53925,52.61628,0,7640,"Columbus","WI",5003,2030,"17.46952%",71.18182,55,5
"19876",53925,52.61628,0,7640,"Columbus","WI",5003,2030,"17.46952%",71.18182,55,6
"19877",53925,52.61628,0,7640,"Columbus","WI",5003,2030,"17.46952%",71.18182,55,2
"19878",53926,12.20266,0,19363,"Dalton","WI",796,341,"6.90955%",51.66459,55,6
"19879",53928,32.54454,0,NA,"Doylestown","WI",22,9,"9.09091%",66.19725,55,6
"19880",53929,33.59153,0,12210,"Elroy","WI",1944,779,"13.42593%",59.54287,55,3
"19881",53930,30.56263,0,13121,"Endeavor","WI",798,353,"8.77193%",65.07402,55,6
"19882",53931,39.8311,0,NA,"Fairwater","WI",182,86,"13.18681%",65.38,55,6
"19883",53932,51.48345,0,7892,"Fall River","WI",1292,553,"15.78947%",72.61887,55,5
"19884",53932,51.48345,0,7892,"Fall River","WI",1292,553,"15.78947%",72.61887,55,6
"19885",53933,31.70997,0,12759,"Fox Lake","WI",2911,762,"8.62247%",66.30186,55,6
"19886",53934,7.517756,0,21157,"Friendship","WI",3187,1229,"6.9658%",45.74115,55,3
"19887",53935,34.38091,0,NA,"Friesland","WI",104,49,"14.42308%",58.57002,55,6
