"zipcode","centile","superzip","rank","city","state","adultpop","households","college","income","State","Congressional.District"
"19333",52307,58.96354,0,NA,"Middle Amana","IA",118,44,"21.18644%",72.85162,19,1
"19334",52308,3.280901,0,NA,"Millersburg","IA",50,21,"10%",31.7093,19,1
"19335",52309,33.97355,0,NA,"Monmouth","IA",318,138,"14.46541%",58.1882,19,1
"19336",52310,35.49128,0,11702,"Monticello","IA",4196,1713,"15.46711%",57.66647,19,1
"19337",52312,39.44981,0,NA,"Morley","IA",54,18,"11.11111%",68.649,19,1
"19338",52313,28.61304,0,NA,"Mount Auburn","IA",310,142,"11.6129%",58.62363,19,1
"19339",52314,80.56375,0,2881,"Mount Vernon","IA",2789,1193,"39.58408%",80.77176,19,1
"19340",52315,45.39443,0,9269,"Newhall","IA",831,363,"14.56077%",68.06058,19,1
"19341",52316,27.75139,0,13983,"North English","IA",1193,476,"11.23219%",58.55825,19,1
"19342",52316,27.75139,0,13983,"North English","IA",1193,476,"11.23219%",58.55825,19,2
"19343",52317,77.3672,0,3373,"North Liberty","IA",4031,1695,"38.35277%",74.88364,19,2
"19344",52318,53.65799,0,7436,"Norway","IA",768,334,"14.19271%",78.09248,19,1
"19345",52320,18.7313,0,16883,"Olin","IA",849,357,"9.42285%",54.2824,19,1
"19346",52320,18.7313,0,16883,"Olin","IA",849,357,"9.42285%",54.2824,19,2
"19347",52321,11.18388,0,NA,"Onslow","IA",340,143,"7.64706%",49.23899,19,1
"19348",52322,59.23067,0,6328,"Oxford","IA",1603,693,"20.46163%",74.51881,19,2
"19349",52323,3.69362,0,22715,"Oxford Junction","IA",620,243,"4.35484%",42.33355,19,1
"19350",52323,3.69362,0,22715,"Oxford Junction","IA",620,243,"4.35484%",42.33355,19,2
"19351",52324,57.52181,0,6667,"Palo","IA",968,393,"13.73967%",83.82632,19,1
"19352",52325,41.79243,0,NA,"Parnell","IA",462,198,"15.36797%",63.51144,19,1
"19353",52325,41.79243,0,NA,"Parnell","IA",462,198,"15.36797%",63.51144,19,2
"19354",52326,20.39192,0,NA,"Quasqueton","IA",381,153,"7.08661%",59.65925,19,1
"19355",52327,51.89006,0,7803,"Riverside","IA",1927,803,"19.04515%",67.497,19,2
"19356",52328,85.78608,0,2095,"Robins","IA",770,356,"36.23376%",101.628,19,1
"19357",52329,23.61976,0,15283,"Rowley","IA",548,252,"11.86131%",54.05226,19,1
"19358",52330,17.75777,0,17237,"Ryan","IA",591,240,"4.56853%",61.67557,19,1
"19359",52332,38.69412,0,10861,"Shellsburg","IA",1327,557,"14.92087%",61.48597,19,1
"19360",52333,82.40502,0,2607,"Solon","IA",3511,1507,"34.00741%",95.18151,19,2
"19361",52334,56.50106,0,NA,"South Amana","IA",197,79,"15.73604%",79.13726,19,1
"19362",52335,21.21591,0,NA,"South English","IA",446,188,"7.17489%",60.24244,19,2
"19363",52336,50.51807,0,8110,"Springville","IA",1488,648,"15.99462%",71.19097,19,1
"19364",52337,33.56759,0,12220,"Stanwood","IA",562,225,"14.41281%",57.82076,19,2
"19365",52338,79.59548,0,3025,"Swisher","IA",1855,830,"28.94879%",96.59895,19,1
"19366",52338,79.59548,0,3025,"Swisher","IA",1855,830,"28.94879%",96.59895,19,2
"19367",52339,17.70691,0,17258,"Tama","IA",2641,1087,"8.82242%",54.2824,19,1
"19368",52340,58.51336,0,6473,"Tiffin","IA",785,303,"24.20382%",67.11649,19,2
"19369",52341,54.59225,0,7243,"Toddville","IA",679,291,"18.26215%",72.28936,19,1
"19370",52342,24.91489,0,14886,"Toledo","IA",2220,936,"11.3964%",55.8999,19,1
"19371",52345,50.25773,0,8161,"Urbana","IA",614,301,"16.93811%",69.27795,19,1
"19372",52346,38.3004,0,10966,"Van Horne","IA",700,298,"12.57143%",65.15509,19,1
"19373",52347,38.26868,0,10972,"Victor","IA",1006,442,"13.32008%",63.8318,19,1
"19374",52348,7.530689,0,NA,"Vining","IA",47,20,"0%",57.75277,19,1
"19375",52349,34.05779,0,12057,"Vinton","IA",4977,2081,"14.38618%",58.40134,19,1
"19376",52351,75.09055,0,3724,"Walford","IA",657,326,"27.24505%",89.26855,19,1
"19377",52352,43.47884,0,9709,"Walker","IA",1127,526,"14.90683%",65.74352,19,1
"19378",52353,43.82288,0,9635,"Washington","IA",6245,2533,"18.31865%",60.19798,19,2
"19379",52354,39.70267,0,NA,"Watkins","IA",227,108,"5.28634%",78.86528,19,1
"19380",52355,31.38115,0,NA,"Webster","IA",232,104,"14.65517%",55.573,19,2
"19381",52355,31.38115,0,NA,"Webster","IA",232,104,"14.65517%",55.573,19,1
"19382",52356,39.41272,0,10695,"Wellman","IA",1622,659,"17.69421%",57.28203,19,1
"19383",52356,39.41272,0,10695,"Wellman","IA",1622,659,"17.69421%",57.28203,19,2
"19384",52358,65.68839,0,5187,"West Branch","IA",2347,968,"25.77759%",74.87056,19,2
"19385",52359,5.857959,0,NA,"West Chester","IA",177,66,"2.82486%",50.0157,19,2
"19386",52361,51.65807,0,7847,"Williamsburg","IA",2596,1083,"20.95532%",63.8998,19,1
"19387",52362,27.26767,0,14157,"Wyoming","IA",780,336,"11.41026%",57.8613,19,1
"19388",52401,20.49736,0,16295,"Cedar Rapids","IA",1664,363,"17.42788%",41.93735,19,1
"19389",52402,77.1878,0,3406,"Cedar Rapids","IA",25511,10114,"35.78456%",78.79859,19,1
"19390",52403,77.74641,0,3309,"Cedar Rapids","IA",16724,6622,"36.28916%",79.36739,19,1
"19391",52404,41.58206,0,10140,"Cedar Rapids","IA",20310,8299,"15.58838%",62.92825,19,1
"19392",52404,41.58206,0,10140,"Cedar Rapids","IA",20310,8299,"15.58838%",62.92825,19,2
"19393",52405,61.156,0,5976,"Cedar Rapids","IA",16637,6849,"23.98269%",71.03799,19,1
"19394",52411,93.50375,0,1000,"Cedar Rapids","IA",3498,1620,"52.17267%",108.9649,19,1
"19395",52501,27.58192,0,14043,"Ottumwa","IA",20477,8263,"15.52962%",51.01994,19,2
"19396",52530,14.59508,0,18424,"Agency","IA",710,288,"7.46479%",53.36185,19,2
"19397",52531,31.03262,0,12996,"Albia","IA",3993,1591,"14.19985%",56.05812,19,2
"19398",52533,27.01925,0,14251,"Batavia","IA",839,348,"13.46841%",54.03526,19,2
"19399",52534,4.279404,0,NA,"Beacon","IA",169,64,"2.95858%",46.31127,19,2
"19400",52535,22.80626,0,15528,"Birmingham","IA",876,359,"12.32877%",52.56813,19,2
"19401",52536,25.98348,0,14532,"Blakesburg","IA",640,271,"14.84375%",50.92056,19,2
"19402",52537,28.13865,0,13850,"Bloomfield","IA",4435,1771,"12.22097%",57.2075,19,2
"19403",52540,19.08657,0,16772,"Brighton","IA",1046,423,"11.37667%",51.18077,19,2
"19404",52542,8.281167,0,NA,"Cantril","IA",273,109,"9.52381%",42.1701,29,6
"19405",52542,8.281167,0,NA,"Cantril","IA",273,109,"9.52381%",42.1701,19,2
"19406",52543,54.00357,0,NA,"Cedar","IA",201,95,"15.9204%",75.67735,19,2
"19407",52544,23.58152,0,15294,"Centerville","IA",5769,2305,"14.0579%",50.22884,19,2
"19408",52548,2.580558,0,NA,"Chillicothe","IA",25,15,"8%",33.50725,19,2
"19409",52549,8.097268,0,NA,"Cincinnati","IA",467,207,"10.49251%",40.24008,19,2
"19410",52550,8.587406,0,NA,"Delta","IA",420,170,"9.7619%",42.22502,19,2
"19411",52551,20.37084,0,NA,"Douds","IA",109,61,"12.84404%",49.71626,19,2
"19412",52552,4.618218,0,22375,"Drakesville","IA",586,245,"9.72696%",35.28559,19,2
"19413",52553,26.50587,0,14376,"Eddyville","IA",1212,508,"11.71617%",56.7263,19,2
"19414",52554,10.60277,0,19942,"Eldon","IA",907,371,"7.16648%",49.3619,19,2
"19415",52555,1.918536,0,NA,"Exline","IA",250,113,"6%",34.48795,19,2
"19416",52556,68.61937,0,4719,"Fairfield","IA",8368,3239,"36.53203%",61.43366,19,2
"19417",52560,3.077987,0,NA,"Floris","IA",429,191,"3.0303%",43.12596,19,2
"19418",52561,26.454,0,14388,"Fremont","IA",615,278,"10.89431%",58.11497,19,2
"19419",52563,17.71837,0,17255,"Hedrick","IA",1100,466,"9.72727%",52.73943,19,2
"19420",52565,25.98264,0,14533,"Keosauqua","IA",1459,574,"15.2159%",50.2746,19,2
"19421",52566,2.077162,0,NA,"Kirkville","IA",90,42,"3.33333%",39.77327,19,2
"19422",52567,15.65223,0,NA,"Libertyville","IA",378,173,"10.31746%",49.58027,19,2
"19423",52569,15.76811,0,NA,"Melrose","IA",385,167,"9.87013%",50.44721,19,2
"19424",52570,5.885908,0,21827,"Milton","IA",590,263,"7.79661%",41.54376,19,2
"19425",52571,13.35112,0,18931,"Moravia","IA",998,444,"9.81964%",47.90393,19,2
"19426",52572,9.070207,0,20565,"Moulton","IA",773,340,"8.4088%",45.26257,19,2
"19427",52573,24.29999,0,NA,"Mount Sterling","IA",184,71,"8.69565%",60.00969,29,6
"19428",52573,24.29999,0,NA,"Mount Sterling","IA",184,71,"8.69565%",60.00969,19,2
"19429",52574,11.0379,0,19769,"Mystic","IA",659,256,"9.71168%",45.51494,19,2
"19430",52576,16.9293,0,NA,"Ollie","IA",412,185,"8.25243%",54.60276,19,2
"19431",52577,42.1497,0,9999,"Oskaloosa","IA",9650,4005,"19.057%",57.4664,19,2
"19432",52580,41.17928,0,NA,"Packwood","IA",291,117,"17.52577%",59.1689,19,2
"19433",52581,4.563423,0,NA,"Plano","IA",251,104,"3.58566%",45.766,19,2
"19434",52583,1.712474,0,NA,"Promise City","IA",343,141,"5.24781%",34.73378,19,2
"19435",52584,10.0779,0,NA,"Pulaski","IA",336,151,"11.30952%",41.58953,19,2
"19436",52585,21.24553,0,16008,"Richland","IA",684,295,"12.2807%",51.48675,19,2
"19437",52586,11.08153,0,NA,"Rose Hill","IA",425,191,"5.88235%",52.17847,19,2
"19438",52588,7.006121,0,NA,"Selma","IA",290,113,"13.10345%",34.3245,19,2
"19439",52590,20.79204,0,16177,"Seymour","IA",790,314,"15.82278%",44.94875,19,2
"19440",52591,29.67795,0,13397,"Sigourney","IA",2193,868,"12.0839%",58.63802,19,2
"19441",52593,17.36112,0,NA,"Udell","IA",112,53,"15.17857%",43.04227,19,2
"19442",52594,15.6174,0,NA,"Unionville","IA",232,98,"12.5%",45.766,19,2
"19443",52595,42.5822,0,NA,"University Park","IA",218,95,"26.14679%",45.58424,19,2
"19444",52601,34.19004,0,12020,"Burlington","IA",20705,8380,"16.16518%",55.44616,19,2
"19445",52619,10.28893,0,20065,"Argyle","IA",511,214,"8.02348%",47.47895,19,2
"19446",52620,11.80745,0,19491,"Bonaparte","IA",514,220,"5.83658%",53.12125,19,2
"19447",52621,44.74221,0,NA,"Crawfordsville","IA",470,203,"19.3617%",59.19244,19,2
"19448",52623,47.25314,0,8853,"Danville","IA",1254,554,"16.1882%",67.23548,19,2
"19449",52624,5.034936,0,NA,"Denmark","IA",170,65,"6.47059%",41.67975,19,2
"19450",52625,25.28833,0,14780,"Donnellson","IA",1770,766,"10.45198%",57.82076,19,2
"19451",52626,24.15038,0,15114,"Farmington","IA",911,365,"11.63557%",54.85382,19,2
"19452",52626,24.15038,0,15114,"Farmington","IA",911,365,"11.63557%",54.85382,29,6
"19453",52627,29.57522,0,13425,"Fort Madison","IA",9689,3677,"13.48952%",56.15358,19,2
"19454",52630,25.57954,0,14681,"Hillsboro","IA",583,254,"16.1235%",48.33413,19,2
"19455",52632,23.34463,0,15363,"Keokuk","IA",9152,3702,"12.78409%",52.25039,19,2
"19456",52635,9.265433,0,20480,"Lockridge","IA",504,224,"6.94444%",48.10137,19,2
"19457",52637,41.07075,0,10275,"Mediapolis","IA",1709,690,"16.20831%",61.29375,19,2
"19458",52638,31.34003,0,NA,"Middletown","IA",499,226,"14.62926%",55.573,19,2
"19459",52639,23.7522,0,15239,"Montrose","IA",1587,656,"10.523%",56.46478,19,2
"19460",52640,32.03023,0,12654,"Morning Sun","IA",1052,428,"13.68821%",57.84692,19,2
"19461",52641,44.58765,0,9466,"Mount Pleasant","IA",8214,3018,"17.20234%",62.73996,19,2
"19462",52644,40.00227,0,NA,"Mount Union","IA",322,148,"16.77019%",59.34542,19,2
"19463",52645,41.40956,0,10191,"New London","IA",2071,903,"14.58233%",64.45422,19,2
"19464",52646,23.13066,0,15429,"Oakville","IA",534,242,"11.79775%",53.75674,19,2
"19465",52647,14.48267,0,NA,"Olds","IA",129,65,"11.62791%",46.0929,19,2
"19466",52649,25.89852,0,14563,"Salem","IA",637,264,"9.73312%",59.65925,19,2
"19467",52650,57.62271,0,6650,"Sperry","IA",534,229,"17.41573%",77.59037,19,2
"19468",52651,11.36464,0,NA,"Stockport","IA",251,102,"11.15538%",43.43063,19,2
"19469",52653,30.62279,0,13103,"Wapello","IA",2457,1100,"13.87871%",56.32748,19,2
"19470",52654,23.06285,0,15449,"Wayland","IA",1084,482,"12.08487%",53.20625,19,2
"19471",52655,41.23875,0,10233,"West Burlington","IA",3189,1330,"14.95767%",63.67228,19,2
"19472",52656,38.2951,0,10970,"West Point","IA",1803,725,"10.92623%",67.97166,19,2
"19473",52658,45.09119,0,9346,"Wever","IA",811,343,"12.57707%",71.20274,19,2
"19474",52659,39.82154,0,10596,"Winfield","IA",1001,405,"16.28372%",60.04107,19,2
"19475",52660,44.344,0,NA,"Yarmouth","IA",179,68,"20.11173%",57.5344,19,2
"19476",52701,15.10443,0,NA,"Andover","IA",74,29,"4.05405%",59.65925,19,2
"19477",52720,39.04874,0,10782,"Atalissa","IA",788,317,"11.67513%",67.37801,19,2
"19478",52721,33.55012,0,12227,"Bennett","IA",554,257,"11.19134%",63.36106,19,2
"19479",52722,82.8413,0,2537,"Bettendorf","IA",22493,9476,"39.08772%",87.68896,19,2
"19480",52726,67.88502,0,4832,"Blue Grass","IA",2964,1317,"21.35628%",86.27283,19,2
"19481",52727,30.76541,0,NA,"Bryant","IA",288,126,"8.68056%",65.38,19,2
"19482",52728,19.8598,0,16530,"Buffalo","IA",562,231,"3.91459%",64.63728,19,2
"19483",52729,36.41396,0,11464,"Calamus","IA",598,265,"12.87625%",62.8851,19,2
"19484",52730,36.62464,0,11415,"Camanche","IA",3269,1375,"10.49251%",67.20018,19,2
"19485",52731,27.09931,0,14213,"Charlotte","IA",708,277,"9.74576%",60.56672,19,1
"19486",52731,27.09931,0,14213,"Charlotte","IA",708,277,"9.74576%",60.56672,19,2
"19487",52732,33.81297,0,12134,"Clinton","IA",19456,7913,"14.83861%",57.36834,19,2
"19488",52737,9.11183,0,NA,"Columbus City","IA",135,49,"2.22222%",55.98228,19,2
"19489",52738,38.38657,0,10944,"Columbus Junction","IA",2446,1010,"15.65822%",59.90639,19,2
"19490",52739,15.53385,0,NA,"Conesville","IA",485,201,"4.74227%",58.99107,19,2
"19491",52742,53.75853,0,7410,"De Witt","IA",4735,2012,"18.58501%",70.73462,19,2
"19492",52745,40.58629,0,NA,"Dixon","IA",438,199,"15.75342%",61.62065,19,2
"19493",52746,49.18838,0,8421,"Donahue","IA",669,291,"12.70553%",75.25238,19,2
"19494",52747,41.76596,0,10093,"Durant","IA",1229,530,"12.93735%",67.68791,19,2
"19495",52748,72.59052,0,4108,"Eldridge","IA",4205,1982,"29.89298%",79.84206,19,2
"19496",52749,51.5327,0,7878,"Fruitland","IA",517,243,"13.53965%",76.54952,19,2
"19497",52750,42.68708,0,NA,"Goose Lake","IA",356,161,"13.48315%",67.51793,19,2
"19498",52751,47.25368,0,8852,"Grand Mound","IA",728,330,"17.58242%",64.83473,19,2
"19499",52752,7.531312,0,NA,"Grandview","IA",300,136,"5.33333%",48.56819,19,2
"19500",52753,55.9016,0,6974,"Le Claire","IA",2898,1224,"18.77157%",73.08569,19,2
"19501",52754,36.31311,0,11490,"Letts","IA",919,423,"12.5136%",63.43429,19,2
"19502",52755,49.10448,0,8437,"Lone Tree","IA",1209,500,"16.70802%",68.25672,19,2
"19503",52756,64.4761,0,5396,"Long Grove","IA",1418,606,"20.80395%",81.56155,19,2
"19504",52757,18.65258,0,NA,"Low Moor","IA",184,81,"7.06522%",58.22874,19,2
"19505",52758,30.85468,0,NA,"Mc Causland","IA",77,30,"18.18182%",49.035,19,2
"19506",52760,29.01878,0,NA,"Moscow","IA",355,173,"8.4507%",64.35876,19,2
"19507",52761,45.83436,0,9163,"Muscatine","IA",19518,8174,"17.65037%",63.17538,19,2
"19508",52765,21.47931,0,NA,"New Liberty","IA",305,144,"10.4918%",54.75575,19,2
"19509",52766,42.57038,0,9904,"Nichols","IA",596,225,"17.95302%",59.65925,19,2
"19510",52767,19.87126,0,NA,"Pleasant Valley","IA",191,53,"3.14136%",65.99326,19,2
"19511",52768,47.6395,0,8762,"Princeton","IA",992,416,"12.29839%",74.36975,19,2
"19512",52769,28.04082,0,NA,"Stockton","IA",466,210,"10.51502%",60.06853,19,2
"19513",52772,40.62325,0,10402,"Tipton","IA",3331,1406,"16.0012%",61.23098,19,2
"19514",52773,49.31229,0,8391,"Walcott","IA",1526,693,"15.39974%",70.76731,19,2
"19515",52774,27.68279,0,NA,"Welton","IA",66,36,"15.15152%",51.75873,19,2
"19516",52776,40.26979,0,10488,"West Liberty","IA",2652,1124,"16.3273%",60.35097,19,2
"19517",52777,15.48126,0,18089,"Wheatland","IA",898,383,"8.90869%",51.72081,19,2
"19518",52778,49.68201,0,8305,"Wilton","IA",2589,1133,"17.26535%",67.94813,19,2
"19519",52801,0.0376488,0,23928,"Davenport","IA",878,52,"4.10023%",19.06873,19,2
"19520",52802,4.401685,0,22449,"Davenport","IA",7228,2860,"6.53016%",40.38523,19,2
"19521",52803,58.27334,0,6520,"Davenport","IA",14896,5700,"28.4036%",59.57557,19,2
"19522",52804,37.38009,0,11213,"Davenport","IA",17600,7266,"15.21023%",59.76909,19,2
"19523",52806,48.78632,0,8517,"Davenport","IA",16355,7025,"18.39193%",65.04787,19,2
"19524",52807,83.59346,0,2424,"Davenport","IA",6587,2605,"43.88948%",81.52101,19,2
"19525",53001,53.2303,0,7515,"Adell","WI",1277,559,"13.46907%",78.81167,55,6
"19526",53002,44.83509,0,9394,"Allenton","WI",1467,646,"9.61145%",76.12063,55,5
"19527",53003,18.15016,0,NA,"Ashippun","WI",152,66,"2.63158%",65.38,55,5
"19528",53004,56.97588,0,6766,"Belgium","WI",1776,746,"16.66667%",78.13956,55,6
"19529",53005,89.66681,0,1559,"Brookfield","WI",14081,5979,"44.5636%",100.8879,55,5
"19530",53006,53.37982,0,7495,"Brownsville","WI",1134,476,"14.46208%",77.23078,55,6
"19531",53007,40.86233,0,10337,"Butler","WI",1396,478,"13.03725%",66.56076,55,4
"19532",53007,40.86233,0,10337,"Butler","WI",1396,478,"13.03725%",66.56076,55,5
"19533",53010,46.43132,0,9019,"Campbellsport","WI",5036,2023,"11.61636%",74.26514,55,5
"19534",53010,46.43132,0,9019,"Campbellsport","WI",5036,2023,"11.61636%",74.26514,55,6
"19535",53011,49.52375,0,8350,"Cascade","WI",1307,551,"12.54782%",75.86826,55,6
"19536",53012,85.74103,0,2105,"Cedarburg","WI",12212,5089,"40.36194%",94.10535,55,5
"19537",53012,85.74103,0,2105,"Cedarburg","WI",12212,5089,"40.36194%",94.10535,55,6
"19538",53013,59.59172,0,6268,"Cedar Grove","WI",1939,852,"19.59773%",76.58744,55,6
"19539",53014,44.37346,0,9520,"Chilton","WI",5106,2094,"11.55503%",72.30112,55,6
"19540",53014,44.37346,0,9520,"Chilton","WI",5106,2094,"11.55503%",72.30112,55,8
"19541",53015,55.29696,0,7093,"Cleveland","WI",1778,753,"17.21035%",75.01178,55,6
"19542",53016,33.98754,0,NA,"Clyman","WI",65,30,"4.61538%",75.187,55,5
"19543",53017,77.91969,0,3280,"Colgate","WI",3190,1393,"24.95298%",99.4286,55,5
"19544",53018,92.11227,0,1190,"Delafield","WI",4935,2197,"41.78318%",118.9615,55,5
"19545",53018,92.11227,0,1190,"Delafield","WI",4935,2197,"41.78318%",118.9615,55,1
"19546",53019,34.05344,0,12061,"Eden","WI",1120,498,"9.28571%",67.18318,55,6
"19547",53020,63.7658,0,5520,"Elkhart Lake","WI",2583,1091,"19.66705%",82.30819,55,8
"19548",53020,63.7658,0,5520,"Elkhart Lake","WI",2583,1091,"19.66705%",82.30819,55,6
"19549",53021,59.67394,0,6251,"Fredonia","WI",2600,1150,"17%",81.13658,55,5
"19550",53021,59.67394,0,6251,"Fredonia","WI",2600,1150,"17%",81.13658,55,6
"19551",53022,78.13241,0,3246,"Germantown","WI",11736,4981,"30.71745%",90.04918,55,5
"19552",53023,41.64699,0,10123,"Glenbeulah","WI",993,388,"12.78953%",67.80167,55,6
"19553",53024,76.06525,0,3586,"Grafton","WI",9733,4148,"29.08661%",88.04071,55,6
"19554",53027,59.1012,0,6354,"Hartford","WI",12514,5327,"17.70018%",79.09541,55,5
"19555",53029,83.67369,0,2409,"Hartland","WI",11202,4977,"33.31548%",100.0105,55,5
"19556",53032,53.796,0,7395,"Horicon","WI",3254,1438,"15.3657%",76.34684,55,5
"19557",53032,53.796,0,7395,"Horicon","WI",3254,1438,"15.3657%",76.34684,55,6
"19558",53033,74.52157,0,3811,"Hubertus","WI",3693,1657,"20.5524%",99.65089,55,5
"19559",53034,49.47765,0,8359,"Hustisford","WI",1220,503,"12.54098%",75.82642,55,5
"19560",53035,34.50502,0,11939,"Iron Ridge","WI",1312,549,"8.91768%",68.19134,55,6
"19561",53035,34.50502,0,11939,"Iron Ridge","WI",1312,549,"8.91768%",68.19134,55,5
"19562",53036,51.42902,0,7912,"Ixonia","WI",1297,582,"14.10948%",75.41191,55,5
"19563",53037,65.39774,0,5234,"Jackson","WI",4603,1980,"23.05018%",79.11765,55,5
"19564",53038,51.88262,0,7807,"Johnson Creek","WI",1918,783,"17.36183%",70.35149,55,5
"19565",53039,41.18306,0,10253,"Juneau","WI",3312,1219,"11.50362%",69.55255,55,5
"19566",53040,51.73485,0,7832,"Kewaskum","WI",4512,1934,"13.5195%",76.8215,55,5
"19567",53040,51.73485,0,7832,"Kewaskum","WI",4512,1934,"13.5195%",76.8215,55,6
"19568",53042,49.30963,0,8393,"Kiel","WI",4302,1818,"13.90051%",73.32497,55,6
"19569",53042,49.30963,0,8393,"Kiel","WI",4302,1818,"13.90051%",73.32497,55,8
"19570",53044,94.22326,0,900,"Kohler","WI",1247,545,"52.60625%",113.5533,55,6
"19571",53045,95.01906,1,792,"Brookfield","WI",14689,6121,"52.88311%",119.8376,55,5
"19572",53046,49.04239,0,8464,"Lannon","WI",849,320,"12.48528%",75.42106,55,5
"19573",53047,17.17262,0,NA,"Lebanon","WI",55,17,"0%",69.05828,55,5
"19574",53048,43.20061,0,9768,"Lomira","WI",2110,910,"11.75355%",70.91769,55,5
"19575",53048,43.20061,0,9768,"Lomira","WI",2110,910,"11.75355%",70.91769,55,6
"19576",53049,51.5946,0,7861,"Malone","WI",1679,715,"14.4729%",75.00524,55,8
"19577",53049,51.5946,0,7861,"Malone","WI",1679,715,"14.4729%",75.00524,55,6
"19578",53050,38.31901,0,10958,"Mayville","WI",4476,1863,"11.34942%",67.29825,55,6
"19579",53050,38.31901,0,10958,"Mayville","WI",4476,1863,"11.34942%",67.29825,55,5
"19580",53051,78.01857,0,3265,"Menomonee Falls","WI",22668,9296,"30.43498%",90.23225,55,4
"19581",53051,78.01857,0,3265,"Menomonee Falls","WI",22668,9296,"30.43498%",90.23225,55,5
"19582",53057,53.19396,0,7524,"Mount Calvary","WI",1290,436,"15.65892%",74.99478,55,6
"19583",53058,87.01131,0,1919,"Nashotah","WI",2438,1031,"39.86875%",99.39983,55,5
"19584",53059,44.77582,0,9412,"Neosho","WI",1194,534,"8.79397%",77.45045,55,5
"19585",53061,41.64506,0,10125,"New Holstein","WI",3563,1412,"12.82627%",67.73368,55,8
"19586",53061,41.64506,0,10125,"New Holstein","WI",3563,1412,"12.82627%",67.73368,55,6
"19587",53063,49.89989,0,8253,"Newton","WI",1041,458,"10.56676%",79.7636,55,6
"19588",53065,47.44592,0,8812,"Oakfield","WI",1393,598,"12.77818%",73.28052,55,6
"19589",53066,79.58978,0,3026,"Oconomowoc","WI",18919,7921,"31.61372%",91.98051,55,1
"19590",53066,79.58978,0,3026,"Oconomowoc","WI",18919,7921,"31.61372%",91.98051,55,5
"19591",53069,63.63211,0,NA,"Okauchee","WI",484,191,"24.17355%",74.36975,55,5
"19592",53070,62.34019,0,5771,"Oostburg","WI",3047,1357,"20.51198%",78.86528,55,6
"19593",53072,85.4466,0,2152,"Pewaukee","WI",14604,5765,"36.06546%",100.4799,55,5
"19594",53073,57.24525,0,6713,"Plymouth","WI",9656,3685,"18.72411%",74.94379,55,6
"19595",53074,69.72761,0,4548,"Port Washington","WI",8110,3270,"25.78298%",81.79953,55,6
"19596",53075,48.71618,0,8536,"Random Lake","WI",2223,949,"14.03509%",72.44888,55,6
"19597",53076,74.13792,0,3869,"Richfield","WI",1907,867,"20.60829%",98.76172,55,5
"19598",53078,51.28534,0,7945,"Rubicon","WI",1220,528,"11.31148%",80.01989,55,5
"19599",53079,50.89718,0,8029,"Saint Cloud","WI",980,421,"11.32653%",79.58707,55,6
"19600",53080,67.21899,0,4940,"Saukville","WI",3791,1620,"23.26563%",81.79823,55,6
"19601",53081,40.12753,0,10515,"Sheboygan","WI",28682,11018,"15.05474%",62.44575,55,6
"19602",53083,63.43821,0,5580,"Sheboygan","WI",13115,5576,"23.75143%",74.8261,55,6
"19603",53085,49.8858,0,8256,"Sheboygan Falls","WI",7079,2899,"14.53595%",72.8987,55,6
"19604",53086,64.35307,0,5420,"Slinger","WI",4870,2041,"19.79466%",83.06006,55,5
"19605",53088,6.833486,0,NA,"Stockbridge","WI",150,66,"1.33333%",54.38439,55,8
"19606",53089,75.45919,0,3675,"Sussex","WI",10309,4598,"26.0646%",91.98443,55,5
"19607",53090,59.97223,0,6188,"West Bend","WI",12724,5510,"18.14681%",79.55308,55,6
"19608",53090,59.97223,0,6188,"West Bend","WI",12724,5510,"18.14681%",79.55308,55,5
"19609",53091,38.09864,0,11016,"Theresa","WI",1280,573,"9.53125%",70.20897,55,6
"19610",53091,38.09864,0,11016,"Theresa","WI",1280,573,"9.53125%",70.20897,55,5
"19611",53092,96.64935,1,547,"Thiensville","WI",14280,6075,"57.46499%",128.8418,55,6
"19612",53093,49.73238,0,8297,"Waldo","WI",1294,560,"13.67852%",74.1553,55,6
"19613",53094,43.9356,0,9608,"Watertown","WI",10760,4441,"14.47955%",66.93343,55,5
"19614",53095,67.77075,0,4856,"West Bend","WI",16859,6801,"24.24224%",81.08689,55,5
"19615",53095,67.77075,0,4856,"West Bend","WI",16859,6801,"24.24224%",81.08689,55,6
"19616",53097,94.7007,0,834,"Mequon","WI",3201,1390,"54.01437%",114.8727,55,6
"19617",53098,48.81494,0,8510,"Watertown","WI",7703,3153,"16.77269%",67.86575,55,5
"19618",53103,73.19414,0,4014,"Big Bend","WI",2640,1152,"23.40909%",92.01842,55,1
"19619",53104,63.11853,0,5629,"Bristol","WI",3384,1438,"17.05083%",85.96555,55,1
"19620",53105,58.7293,0,6433,"Burlington","WI",18044,7589,"18.02815%",77.99442,55,1
"19621",53108,56.41128,0,6882,"Caledonia","WI",2206,963,"12.33001%",84.86847,55,1
"19622",53110,38.93192,0,10804,"Cudahy","WI",12770,4901,"13.50822%",64.13386,55,4
"19623",53114,46.62457,0,8986,"Darien","WI",1545,658,"12.75081%",72.47896,55,1
"19624",53115,49.63515,0,8320,"Delavan","WI",9681,3919,"17.75643%",67.03542,55,1
"19625",53118,74.18678,0,3862,"Dousman","WI",4478,1925,"26.50737%",88.68797,55,5
"19626",53118,74.18678,0,3862,"Dousman","WI",4478,1925,"26.50737%",88.68797,55,1
